## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[results/bam/KO1-ATAC.sorted.bam] OUTPUT=results/bam/KO1-ATAC.markdup.bam METRICS_FILE=results/qc/picard/KO1-ATAC.markdup_metrics.txt REMOVE_DUPLICATES=false TMP_DIR=[tmp/KO1-ATAC] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 18 10:46:01 CET 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
KO1-ATAC	1344848	15449622	0	0	300393	1197432	797885	0.083589	263739549

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.052878	13307979	0	13975786
2.0	2.045851	805831	591501	242402
3.0	2.982328	101480	76614	15744
4.0	3.865522	20528	13147	5851
5.0	4.698466	6237	2573	3293
6.0	5.484019	2829	515	2182
7.0	6.224876	1643	105	1504
8.0	6.923581	1053	21	994
9.0	7.582533	831	5	793
10.0	8.203992	623	1	614
11.0	8.790093	485	0	457
12.0	9.342847	405	2	382
13.0	9.864151	332	0	308
14.0	10.355795	220	0	228
15.0	10.819466	216	0	197
16.0	11.256756	169	0	165
17.0	11.669166	134	0	139
18.0	12.058111	120	0	121
19.0	12.424926	125	0	121
20.0	12.770871	108	0	112
21.0	13.097133	90	0	70
22.0	13.404832	64	0	67
23.0	13.695024	63	0	59
24.0	13.968705	56	0	57
25.0	14.226815	46	0	49
26.0	14.470239	42	0	34
27.0	14.699814	49	0	46
28.0	14.916326	34	0	34
29.0	15.120519	33	0	35
30.0	15.313095	24	0	17
31.0	15.494714	26	0	28
32.0	15.665999	27	0	27
33.0	15.827539	19	0	16
34.0	15.979888	17	0	15
35.0	16.123569	18	0	18
36.0	16.259074	12	0	12
37.0	16.38687	15	0	12
38.0	16.507395	7	0	11
39.0	16.621063	14	0	11
40.0	16.728263	10	0	9
41.0	16.829364	9	0	13
42.0	16.924713	11	0	7
43.0	17.014636	9	0	11
44.0	17.099444	14	0	9
45.0	17.179426	1	0	3
46.0	17.254857	9	0	6
47.0	17.325997	4	0	6
48.0	17.393089	4	0	1
49.0	17.456364	5	0	6
50.0	17.516038	4	0	5
51.0	17.572318	6	0	4
52.0	17.625395	2	0	4
53.0	17.675452	3	0	6
54.0	17.722662	8	0	5
55.0	17.767185	1	0	3
56.0	17.809175	4	0	2
57.0	17.848776	4	0	4
58.0	17.886124	3	0	3
59.0	17.921347	4	0	5
60.0	17.954565	4	0	5
61.0	17.985894	3	0	1
62.0	18.015441	1	0	1
63.0	18.043306	4	0	4
64.0	18.069586	4	0	4
65.0	18.09437	2	0	2
66.0	18.117744	5	0	3
67.0	18.139789	3	0	2
68.0	18.160579	0	0	1
69.0	18.180187	0	0	0
70.0	18.198678	1	0	1
71.0	18.216118	2	0	2
72.0	18.232565	1	0	0
73.0	18.248077	1	0	2
74.0	18.262706	1	0	1
75.0	18.276503	1	0	1
76.0	18.289515	0	0	1
77.0	18.301786	2	0	1
78.0	18.313359	1	0	1
79.0	18.324274	0	0	1
80.0	18.334568	1	0	1
