## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[results/bam/WT2-ATAC.sorted.bam] OUTPUT=results/bam/WT2-ATAC.markdup.bam METRICS_FILE=results/qc/picard/WT2-ATAC.markdup_metrics.txt REMOVE_DUPLICATES=false TMP_DIR=[tmp/WT2-ATAC] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 18 11:34:52 CET 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
WT2-ATAC	1938171	27012292	0	0	585989	3355065	2004819	0.130375	223164613

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.075422	21058142	0	22618704
2.0	2.028242	2160657	1394941	946457
3.0	2.872437	330916	219812	55228
4.0	3.620391	66796	41509	11694
5.0	4.283077	17769	8334	6156
6.0	4.870214	6614	1770	3968
7.0	5.390415	3347	352	2732
8.0	5.851312	2297	82	2091
9.0	6.259665	1719	19	1620
10.0	6.621464	1300	10	1203
11.0	6.942017	1010	4	991
12.0	7.226026	823	10	808
13.0	7.477657	739	1	708
14.0	7.700602	556	2	502
15.0	7.89813	469	4	450
16.0	8.073139	369	2	372
17.0	8.228196	363	2	347
18.0	8.365577	285	1	256
19.0	8.487295	233	1	242
20.0	8.595137	244	1	234
21.0	8.690685	232	0	207
22.0	8.775341	174	0	198
23.0	8.850345	161	0	156
24.0	8.916798	145	2	141
25.0	8.975676	139	2	131
26.0	9.027841	123	0	96
27.0	9.074059	101	0	110
28.0	9.115009	97	1	77
29.0	9.15129	90	0	82
30.0	9.183434	74	1	78
31.0	9.211915	86	0	88
32.0	9.237148	72	0	71
33.0	9.259505	70	0	65
34.0	9.279312	59	1	48
35.0	9.296862	40	0	51
36.0	9.312411	52	2	47
37.0	9.326188	48	0	44
38.0	9.338393	49	0	54
39.0	9.349208	45	0	30
40.0	9.358789	33	0	29
41.0	9.367278	27	0	34
42.0	9.3748	34	0	32
43.0	9.381464	29	0	24
44.0	9.387368	33	0	32
45.0	9.392599	27	0	22
46.0	9.397234	13	0	24
47.0	9.40134	30	0	25
48.0	9.404978	23	0	24
49.0	9.408202	22	0	17
50.0	9.411058	12	0	18
51.0	9.413588	16	0	14
52.0	9.41583	24	0	20
53.0	9.417816	16	0	17
54.0	9.419576	15	0	14
55.0	9.421135	20	0	17
56.0	9.422517	14	0	13
57.0	9.423741	11	0	15
58.0	9.424825	16	0	9
59.0	9.425786	7	0	5
60.0	9.426637	8	0	10
61.0	9.427392	10	0	6
62.0	9.42806	8	0	9
63.0	9.428652	8	0	5
64.0	9.429176	7	0	10
65.0	9.429641	7	0	9
66.0	9.430053	9	0	6
67.0	9.430418	7	0	12
68.0	9.430741	13	0	10
69.0	9.431027	9	0	9
70.0	9.431281	9	0	5
71.0	9.431506	4	0	6
72.0	9.431705	10	0	6
73.0	9.431882	5	0	2
74.0	9.432038	5	0	4
75.0	9.432177	3	0	7
76.0	9.432299	6	0	4
77.0	9.432408	4	0	6
78.0	9.432504	3	0	3
79.0	9.43259	4	0	6
80.0	9.432665	4	0	5
