Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
KI3-ATAC_R2_001 - polya	(1, 3.242237958980192e-05)	(2, 0.00010431548215849314)	(3, 0.00016070222927119213)	(4, 0.0003242237958980192)	(5, 0.0007753177727996112)	(6, 0.0019030527150535911)	(7, 0.00237247238476681)	(8, 0.0031632965130224135)	(9, 0.0036101614838905532)	(10, 0.007820136990192442)	(12, 0.016467044659924834)	(14, 0.027768358449987526)	(16, 0.05666797601392358)	(18, 0.1049815506087619)	(20, 0.12512642084911252)	(22, 0.14419782839130513)	(24, 0.16490656610278276)	(26, 0.1937413389075392)	(28, 0.21869388417358632)	(30, 0.24042040267044815)	(32, 0.2600232553041779)	(34, 0.28000178464054615)	(36, 0.3245987677663187)	(38, 0.34968805089411403)	(40, 0.3725803653875309)	(42, 0.39491515591887105)	(44, 0.4143721078444467)	(46, 0.4296902725319503)	(48, 0.44287419884123824)	(50, 0.4582459309384989)	(52, 0.4704430891733146)	(54, 0.48266280210697543)	(56, 0.4996760933795545)	(58, 0.510715913629882)	(60, 0.5191189486183521)	(62, 0.5279589808969454)	(64, 0.5356839652513852)	(66, 0.5480375967094386)	(68, 0.559572915500019)	(70, 0.5665867220064997)	(72, 0.5753738917096751)	(74, 0.5827979118014008)	(76, 0.5887107670705062)	(78, 0.5948435306533512)	(80, 0.60273697041479)	(82, 0.6096119245565059)	(84, 0.6148171261493469)	(86, 0.6221981513463992)	(88, 0.6276634368102976)	(90, 0.6325232695770733)	(92, 0.6380660868182516)	(94, 0.6437787691351069)	(96, 0.6490199172792324)	(98, 0.6558906424149147)	(100, 0.6623053397333232)	(102, 0.6670700198643462)	(104, 0.6733874500439851)	(106, 0.6782437586390664)	(108, 0.6828956652758641)	(110, 0.6886090524270583)	(112, 0.6964172072334893)	(114, 0.7029672327449682)	(116, 0.7081139330876798)	(118, 0.7128962340771755)	(120, 0.7181810819503133)	(122, 0.7242581636203844)	(124, 0.7290968513569929)	(126, 0.7376288710294832)	(128, 0.7459846821172462)	(130, 0.7518221201120884)	(132, 0.7561765866578666)	(134, 0.7610434677680314)	(136, 0.7658187204141381)	(138, 0.7711698227151332)
KI3-ATAC_R2_001 - polyg	(1, 2.177131776744287)	(2, 2.187031879868599)	(3, 2.194817479976185)	(4, 2.201210327430087)	(5, 2.206743276990521)	(6, 2.213871971494244)	(7, 2.217776753731798)	(8, 2.22108242678128)	(9, 2.2245093313370545)	(10, 2.2288356045092765)	(12, 2.2353835155177384)	(14, 2.2386927127389153)	(16, 2.240795938406219)	(18, 2.242515029358817)	(20, 2.2439084868468395)	(22, 2.24521947871721)	(24, 2.2464606919880286)	(26, 2.247714592276947)	(28, 2.248830345035439)	(30, 2.2498939400528526)	(32, 2.2508778887899696)	(34, 2.2518124991233623)	(36, 2.25275063362845)	(38, 2.253567536627245)	(40, 2.2543809154543455)	(42, 2.2552316505014085)	(44, 2.2560499631688815)	(46, 2.256944397944957)	(48, 2.257847995567438)	(50, 2.2587537076929354)	(52, 2.259644618297316)	(54, 2.2605066306938015)	(56, 2.2614130476536385)	(58, 2.262379375532282)	(60, 2.263300594013236)	(62, 2.2641442807169097)	(64, 2.2649717562307883)	(66, 2.265809099425412)	(68, 2.267787569414729)	(70, 2.2688046453657744)	(72, 2.2695996985000635)	(74, 2.2704610060622095)	(76, 2.2713737665310965)	(78, 2.2723140155392008)	(80, 2.2732972594419785)	(82, 2.2743143353930235)	(84, 2.2754667395371397)	(86, 2.277856832780379)	(88, 2.282204955817107)	(90, 2.2870704272585938)	(92, 2.295581301900917)	(94, 2.3837631260417895)	(96, 2.552954380090798)	(98, 2.6767733332412353)	(100, 2.807348828364451)	(102, 3.174416684387377)	(104, 4.398453142366457)	(106, 6.698937271928823)	(108, 9.335479365939488)	(110, 11.757719398542305)	(112, 14.463319751410568)	(114, 17.389229468757193)	(116, 20.366924774652126)	(118, 23.20433196823368)	(120, 25.781478377338843)	(122, 28.292689648542108)	(124, 30.801266248986536)	(126, 33.275023328254534)	(128, 35.599160288562)	(130, 37.70111232021526)	(132, 39.78765173937961)	(134, 41.80215638427315)	(136, 43.74649618039699)	(138, 45.58689123722461)
KI4-ATAC_R1_001 - nextera_transposase_sequence	(1, 0.0012273010395586238)	(2, 0.0012346916367106519)	(3, 0.0012425441461846813)	(4, 0.0012748780087248031)	(5, 0.0012831924305208345)	(6, 0.0012887353783848554)	(7, 0.0012988974494688938)	(8, 0.0013118309944849425)	(9, 0.0013843512290392156)	(10, 0.001529391698147762)	(12, 0.0016056072312780492)	(14, 0.0018007651873237845)	(16, 0.002013475811605586)	(18, 0.002790643293373514)	(20, 0.005460958426865574)	(22, 0.009408692086853448)	(24, 0.01324233340330689)	(26, 0.0458378692738427)	(28, 0.1845265820425432)	(30, 0.32467794017886226)	(32, 0.41635437159503064)	(34, 0.6348305854800578)	(36, 1.41898171964433)	(38, 3.2739056648104965)	(40, 5.709956883163833)	(42, 8.073614430939124)	(44, 10.521739806433423)	(46, 13.23595508700853)	(48, 16.064165478574285)	(50, 18.873898915347645)	(52, 21.42874220415562)	(54, 23.884423772369388)	(56, 26.332429281616125)	(58, 28.751798998372692)	(60, 31.056559260750348)	(62, 33.14044321281786)	(64, 35.167749372212654)	(66, 37.1610056647911)	(68, 39.04689713584891)	(70, 40.84571282221768)	(72, 42.521873927295246)	(74, 44.12283917069334)	(76, 45.67507866898043)	(78, 47.14688191029495)	(80, 48.53429353942359)	(82, 49.83150316126788)	(84, 51.0718363641233)	(86, 52.28818684826423)	(88, 53.41662756501876)	(90, 54.46058936815854)	(92, 55.44265422728161)	(94, 56.402274304766294)	(96, 57.346071575660815)	(98, 58.212800392322464)	(100, 59.012833688810275)	(102, 59.76750580954056)	(104, 60.503361700877946)	(106, 61.23104058933509)	(108, 61.91236034046301)	(110, 62.5327864211376)	(112, 63.11730182120665)	(114, 63.69395177825666)	(116, 64.27195167406772)	(118, 64.82408378697819)	(120, 65.33012397883773)	(122, 65.80104844119788)	(124, 66.25726677000631)	(126, 66.7158789594235)	(128, 67.16490115616746)	(130, 67.59986043226809)	(132, 68.03455688025748)	(134, 68.43509953115807)	(136, 68.82203516887714)	(138, 69.20318858814937)
KI4-ATAC_R1_001 - polya	(1, 6.18962511482332e-05)	(2, 0.00013857369660052207)	(3, 0.00018199345486868566)	(4, 0.0003404293813152826)	(5, 0.0008161990729770751)	(6, 0.002114172697801965)	(7, 0.0026444480434599633)	(8, 0.0034939048036211635)	(9, 0.003985379514231015)	(10, 0.008758088581313996)	(12, 0.01824276524513673)	(14, 0.03045780564431175)	(16, 0.06153480475626684)	(18, 0.11343919951111939)	(20, 0.13475298882908468)	(22, 0.15496096004817783)	(24, 0.17699371589533885)	(26, 0.20749216982398672)	(28, 0.23457778456152478)	(30, 0.2583706573116734)	(32, 0.279761355031252)	(34, 0.30206271289365705)	(36, 0.35251346957117013)	(38, 0.38116219560636205)	(40, 0.4076182238490117)	(42, 0.4328504153945178)	(44, 0.4551046582000786)	(46, 0.4726092875546566)	(48, 0.4874692379096136)	(50, 0.5052863509500256)	(52, 0.5190954507724288)	(54, 0.533228813044877)	(56, 0.5530180607440756)	(58, 0.5657585264095275)	(60, 0.5753360474500726)	(62, 0.5856105941845183)	(64, 0.594545595185159)	(66, 0.608884277484737)	(68, 0.6222291554235283)	(70, 0.6303197806995497)	(72, 0.6404021719080428)	(74, 0.6491981372997608)	(76, 0.6561432200172181)	(78, 0.6632458148364777)	(80, 0.6725304834648738)	(82, 0.6808377456199142)	(84, 0.6871384606481789)	(86, 0.6962485264188581)	(88, 0.7031106958745159)	(90, 0.7090866865404135)	(92, 0.7157072758516645)	(94, 0.7225608999293653)	(96, 0.728846602807165)	(98, 0.7367342176176667)	(100, 0.7442964151973182)	(102, 0.750088102846737)	(104, 0.75751911732694)	(106, 0.7632884022287417)	(108, 0.7688428979008126)	(110, 0.775552867246371)	(112, 0.7850421630334137)	(114, 0.7929387851341945)	(116, 0.7992632886470423)	(118, 0.8052136431790686)	(120, 0.811667944054399)	(122, 0.8189324391425203)	(124, 0.82466661870785)	(126, 0.8355046984751378)	(128, 0.8460296016881085)	(130, 0.8529739915370826)	(132, 0.8582162344794804)	(134, 0.8641023831987485)	(136, 0.8698439533612301)	(138, 0.8763412120825067)
KI4-ATAC_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.713935777429063e-05)	(4, 0.00019677464917274137)	(5, 0.0006217339854143424)	(6, 0.0008841001843113309)	(7, 0.001052698181841966)	(8, 0.0012065149850685457)	(9, 0.0013275360134330015)	(10, 0.0017016849942544112)	(12, 0.002199395521211286)	(14, 0.0027296708668692843)	(16, 0.0032892776449743926)	(18, 0.0037290181755200496)	(20, 0.004156056117210658)	(22, 0.004636675888253469)	(24, 0.005091428569264183)	(26, 0.005737874863905618)	(28, 0.006339977575634886)	(30, 0.006965406859625243)	(32, 0.007630560603307749)	(34, 0.00826799960767015)	(36, 0.008983270838289845)	(38, 0.009626714702838268)	(40, 0.010339214459525955)	(42, 0.01103115911788456)	(44, 0.011747123216987258)	(46, 0.012520595400179172)	(48, 0.013254343123678937)	(50, 0.014068694547368005)	(52, 0.014950254213908326)	(54, 0.015820727984720603)	(56, 0.016771112587239186)	(58, 0.017741359419603843)	(60, 0.01880583636565685)	(62, 0.019934519124468104)	(64, 0.0210481897328143)	(66, 0.02223992352357879)	(68, 0.02337576592338107)	(70, 0.024714156876381115)	(72, 0.026504990948781858)	(74, 0.028635561534014885)	(76, 0.030978149875046712)	(78, 0.03361728592680366)	(80, 0.04003786720262785)	(82, 0.06873647976859597)	(84, 0.162708153512791)	(86, 0.3364996622358528)	(88, 0.5648510996529552)	(90, 0.8480640945103651)	(92, 1.193826484539319)	(94, 1.5711806749630985)	(96, 1.9790220024636371)	(98, 2.4356297233595097)	(100, 2.9750502401246584)	(102, 3.5307162132546095)	(104, 4.109609216540257)	(106, 4.945105138681276)	(108, 6.528481915638347)	(110, 8.908625114185881)	(112, 11.286780011143357)	(114, 13.454350466237209)	(116, 15.726768320696783)	(118, 18.155210919282105)	(120, 20.28745778433168)	(122, 22.266917910632735)	(124, 24.335976324813274)	(126, 26.385386374552823)	(128, 28.487100835118078)	(130, 30.6082784332832)	(132, 32.658364029793674)	(134, 34.65531608286045)	(136, 36.58953397582689)	(138, 38.48720051579717)
KI4-ATAC_R2_001 - nextera_transposase_sequence	(1, 0.0012185247054405908)	(2, 0.0012286867765246292)	(3, 0.0012356154613546552)	(4, 0.001267949323894777)	(5, 0.00127672565801281)	(6, 0.0012794971319448206)	(7, 0.0012942783262488763)	(8, 0.001303516572688911)	(9, 0.0013741891579551774)	(10, 0.0015194605832247246)	(12, 0.0015933665547450031)	(14, 0.001780210088994707)	(16, 0.0019945374064035144)	(18, 0.0027820979154164816)	(20, 0.00547065858562761)	(22, 0.009423704237318503)	(24, 0.013303767742133123)	(26, 0.045914315763133984)	(28, 0.18455545156266834)	(30, 0.32460541994430797)	(32, 0.4162153359861081)	(34, 0.6341873725716703)	(36, 1.417363409824197)	(38, 3.2714833965939194)	(40, 5.706703403723813)	(42, 8.070637636979983)	(44, 10.519324466901677)	(46, 13.234091963657736)	(48, 16.06334974141363)	(50, 18.873115743005695)	(52, 21.431295193559322)	(54, 23.889421894649608)	(56, 26.340481337213262)	(58, 28.76386253153025)	(60, 31.074841288542853)	(62, 33.16669091860328)	(64, 35.20375867109894)	(66, 37.20798099315787)	(68, 39.10419112357687)	(70, 40.91455207747792)	(72, 42.601840881348664)	(74, 44.21554635945605)	(76, 45.78203215757833)	(78, 47.26574442237869)	(80, 48.662929192416236)	(82, 49.96560023459973)	(84, 51.20776607459268)	(86, 52.4238495734115)	(88, 53.55203762412589)	(90, 54.59562366159173)	(92, 55.57646653166694)	(94, 56.5346731574463)	(96, 57.47746946433904)	(98, 58.34452531492466)	(100, 59.14534455522836)	(102, 59.90011760380101)	(104, 60.63583723100339)	(106, 61.363244745971365)	(108, 62.04426055879141)	(110, 62.66390693146647)	(112, 63.24674027781495)	(114, 63.82124118778684)	(116, 64.3964908576327)	(118, 64.94674183261182)	(120, 65.45303630720463)	(122, 65.92444162029199)	(124, 66.38029041924281)	(126, 66.83771087486923)	(128, 67.28533555588298)	(130, 67.72008835717565)	(132, 68.1545986544993)	(134, 68.55516116762973)	(136, 68.94336544754117)	(138, 69.32647344880397)
KI4-ATAC_R2_001 - polya	(1, 6.88249359782593e-05)	(2, 0.0001593597510906004)	(3, 0.000225875125458851)	(4, 0.0004046351940735245)	(5, 0.0009418392245615485)	(6, 0.0022809230460445937)	(7, 0.0027913361618565166)	(8, 0.0037073082963859677)	(9, 0.004255598222602033)	(10, 0.008985118487577852)	(12, 0.01830650914557297)	(14, 0.030211606376684824)	(16, 0.06033706610531633)	(18, 0.11041344284584699)	(20, 0.13088470408848113)	(22, 0.15006237987334936)	(24, 0.17106322359315848)	(26, 0.19985883774674698)	(28, 0.22517902358959435)	(30, 0.2475769211272978)	(32, 0.2677033648215576)	(34, 0.2879482890264109)	(36, 0.3335789906238358)	(38, 0.3593569315777869)	(40, 0.38293455318588276)	(42, 0.4057638768323357)	(44, 0.42575082300535105)	(46, 0.44146184681359624)	(48, 0.45502082111363534)	(50, 0.4710191543861656)	(52, 0.48349956341433065)	(54, 0.4959792795740126)	(56, 0.5135719032259318)	(58, 0.5251037753008663)	(60, 0.533757471697408)	(62, 0.543072626539056)	(64, 0.5510364568826881)	(66, 0.5638358163691952)	(68, 0.5759122830717698)	(70, 0.5832534556053435)	(72, 0.5924219532847559)	(74, 0.6002409741154404)	(76, 0.6065869565512614)	(78, 0.6130114640818226)	(80, 0.6212930901029918)	(82, 0.6284901459921008)	(84, 0.6340684301487549)	(86, 0.6420190959912099)	(88, 0.6479662171369822)	(90, 0.6531410208803677)	(92, 0.6589828260167238)	(94, 0.6649648215428073)	(96, 0.670494604905651)	(98, 0.6775844971360558)	(100, 0.6842886925775891)	(102, 0.6893838164454293)	(104, 0.6959233401441689)	(106, 0.7010762030522594)	(108, 0.7059974169308658)	(110, 0.7119796434131105)	(112, 0.7203298634140969)	(114, 0.7272070450202198)	(116, 0.7327693932017647)	(118, 0.7379441969451502)	(120, 0.743451808516538)	(122, 0.7496612958612074)	(124, 0.754626853322726)	(126, 0.7636526200946401)	(128, 0.772638431450701)	(130, 0.7787317478463869)	(132, 0.7834113815805865)	(134, 0.7884718620242765)	(136, 0.7934168643874662)	(138, 0.7990355658722954)
KI4-ATAC_R2_001 - polyg	(1, 2.154168761939452)	(2, 2.1630351689602754)	(3, 2.169628043532206)	(4, 2.1745668100790487)	(5, 2.179679717571286)	(6, 2.186574220889484)	(7, 2.1903489683848822)	(8, 2.19348904834985)	(9, 2.1965870942935157)	(10, 2.2008775668964287)	(12, 2.2073805995217306)	(14, 2.2105396178919)	(16, 2.212303661049625)	(18, 2.2137829352608356)	(20, 2.2149899121582264)	(22, 2.2161338380236635)	(24, 2.2171696764057525)	(26, 2.218296280559114)	(28, 2.2192856967528423)	(30, 2.220232155100624)	(32, 2.2211950113358365)	(34, 2.2220574016410137)	(36, 2.223017948314616)	(38, 2.223856088222888)	(40, 2.2246976924735757)	(42, 2.225515970152002)	(44, 2.2263421003399015)	(46, 2.227216038453129)	(48, 2.2280892836978734)	(50, 2.2289144900611295)	(52, 2.2298364670558453)	(54, 2.2307436628562565)	(56, 2.231708828653079)	(58, 2.2326596751679197)	(60, 2.233577725907898)	(62, 2.2344553593197016)	(64, 2.235308049466117)	(66, 2.236155889533151)	(68, 2.2378589602643713)	(70, 2.238824818929677)	(72, 2.239644482345069)	(74, 2.24052627296777)	(76, 2.2414822005181527)	(78, 2.2424741572296516)	(80, 2.2434444040620165)	(82, 2.2444753923647243)	(84, 2.2455883701045876)	(86, 2.2477764487739096)	(88, 2.2517421970144555)	(90, 2.25609987786022)	(92, 2.2637121929268087)	(94, 2.342092247197996)	(96, 2.495835837321538)	(98, 2.6097314062067953)	(100, 2.7322176204566406)	(102, 3.065042077302487)	(104, 4.17334942167792)	(106, 6.316786343684145)	(108, 8.808646501650214)	(110, 11.127755839354691)	(112, 13.740762665836801)	(114, 16.5548385403493)	(116, 19.425770971620835)	(118, 22.188763962443165)	(120, 24.730136733160762)	(122, 27.24902407395564)	(124, 29.755821321634436)	(126, 32.21395217993562)	(128, 34.52259389155505)	(130, 36.62952680657813)	(132, 38.75389390932666)	(134, 40.80173415003989)	(136, 42.76011675517569)	(138, 44.60454328091204)
KO1-ATAC_R1_001 - nextera_transposase_sequence	(1, 0.0012283538698998773)	(2, 0.001244534162368372)	(3, 0.0012499275931912035)	(4, 0.0012688046010711138)	(5, 0.0012728496741882375)	(6, 0.0012741980318939452)	(7, 0.001287681608951024)	(8, 0.0012984684705966872)	(9, 0.0013618412827649574)	(10, 0.0015108348092456778)	(12, 0.0015762301579725102)	(14, 0.0017157851805132756)	(16, 0.0019571412098349857)	(18, 0.003080997357542503)	(20, 0.007279783253116836)	(22, 0.013877297507145487)	(24, 0.020929882486850546)	(26, 0.07185735303143712)	(28, 0.27865362599814875)	(30, 0.49707341656691517)	(32, 0.6640129099317548)	(34, 1.0433962725136634)	(36, 2.224765269800444)	(38, 4.818295585250348)	(40, 8.209668706354336)	(42, 11.710663308932375)	(44, 15.36297061324495)	(46, 19.06108567389354)	(48, 22.52134773853985)	(50, 25.849754577323836)	(52, 29.045672462123825)	(54, 32.249416889226595)	(56, 35.297097676218755)	(58, 38.02573815303256)	(60, 40.49984307813021)	(62, 42.81980240195363)	(64, 45.17879600717844)	(66, 47.460434330826786)	(68, 49.45233755067263)	(70, 51.24406156299253)	(72, 52.95296742249127)	(74, 54.662440266405284)	(76, 56.33382065677533)	(78, 57.833197122237905)	(80, 59.155478938275095)	(82, 60.40123943197681)	(84, 61.65879333635149)	(86, 62.92237170295529)	(88, 64.05561848790421)	(90, 65.04044547257618)	(92, 65.9545167124623)	(94, 66.88282930643608)	(96, 67.82452097974476)	(98, 68.68024541081061)	(100, 69.43237889024121)	(102, 70.12428527603093)	(104, 70.8172278747175)	(106, 71.53232668722427)	(108, 72.20597900639413)	(110, 72.7934921677137)	(112, 73.33067787766771)	(114, 73.86210812275492)	(116, 74.40934786194154)	(118, 74.93963604805202)	(120, 75.41360535533163)	(122, 75.84173993912111)	(124, 76.25274094154416)	(126, 76.67600323476407)	(128, 77.0994253083721)	(130, 77.51119824558168)	(132, 77.93531270087159)	(134, 78.31162180788448)	(136, 78.66361260949608)	(138, 79.01717492201368)
KO1-ATAC_R1_001 - polya	(1, 4.449580428835999e-05)	(2, 0.0001200038358080012)	(3, 0.00016584799780206908)	(4, 0.0003033804837842727)	(5, 0.0006485600564454896)	(6, 0.0015735334425610943)	(7, 0.001978040754273458)	(8, 0.0027155924192956674)	(9, 0.0030594236342511767)	(10, 0.006141769349499388)	(12, 0.012367811055605516)	(14, 0.02025772617055517)	(16, 0.03977318142411815)	(18, 0.07129104279503981)	(20, 0.08552161002108077)	(22, 0.09896271381042976)	(24, 0.11306788376983987)	(26, 0.13257322634061003)	(28, 0.14954163388809083)	(30, 0.16467425241925038)	(32, 0.17798726222655709)	(34, 0.191687250695402)	(36, 0.22148460763384042)	(38, 0.2386417852601203)	(40, 0.25436835536064417)	(42, 0.2693465869345001)	(44, 0.2828780306901315)	(46, 0.29345589689140983)	(48, 0.3025829302013465)	(50, 0.3130832658345466)	(52, 0.3213385858877431)	(54, 0.32968357172836915)	(56, 0.34119315310429155)	(58, 0.3487871037028384)	(60, 0.3545365009599768)	(62, 0.3607099567155603)	(64, 0.36601507010866796)	(66, 0.374817149211529)	(68, 0.3829652748271216)	(70, 0.38790565746083533)	(72, 0.3940218080139263)	(74, 0.3993761364632923)	(76, 0.4036234632362721)	(78, 0.4080757403805195)	(80, 0.41386963344194627)	(82, 0.41876417191366583)	(84, 0.4224465368079541)	(86, 0.4279404202798608)	(88, 0.43207920425753116)	(90, 0.43568269022603545)	(92, 0.4398599023983184)	(94, 0.44418813063364077)	(96, 0.44814825721530477)	(98, 0.4529544782573005)	(100, 0.457462038067482)	(102, 0.4608046168199318)	(104, 0.4653337503534045)	(106, 0.46892105602944034)	(108, 0.4723249850574999)	(110, 0.4765075906606058)	(112, 0.4822050761460744)	(114, 0.48696882392034035)	(116, 0.4907422029597638)	(118, 0.49415759302832185)	(120, 0.4977684949642076)	(122, 0.501930201022875)	(124, 0.5051264829642554)	(126, 0.5112466785904635)	(128, 0.5171086637160285)	(130, 0.5210357555339027)	(132, 0.5239158475932948)	(134, 0.5272449427686875)	(136, 0.5304567308236836)	(138, 0.5339294260947343)
KO1-ATAC_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 5.797938134543878e-05)	(4, 0.00017393814403631635)	(5, 0.0004827120586434206)	(6, 0.0007092361532023442)	(7, 0.0008292399890103454)	(8, 0.0009478954671126386)	(9, 0.0010894730262119658)	(10, 0.0014353267777260368)	(12, 0.0019065777958709403)	(14, 0.0024283922279798894)	(16, 0.002934026367620344)	(18, 0.003370220085416843)	(20, 0.0037848400799220154)	(22, 0.004216314545748537)	(24, 0.004643743938457934)	(26, 0.005285562206374885)	(28, 0.0058849072065620366)	(30, 0.0065611085959745375)	(32, 0.007229219839152791)	(34, 0.00785350945689554)	(36, 0.008659153186055996)	(38, 0.009365018444994072)	(40, 0.010124143833307606)	(42, 0.010948664570347974)	(44, 0.011697003097015848)	(46, 0.012692091083828263)	(48, 0.013747180988544676)	(50, 0.01461012992019772)	(52, 0.015509484509904874)	(54, 0.01645872833472322)	(56, 0.01760011313260494)	(58, 0.018780600303952188)	(60, 0.020029179539437683)	(62, 0.02134989591217855)	(64, 0.022927474427856767)	(66, 0.02540777842750641)	(68, 0.0284436058019077)	(70, 0.031355384267383865)	(72, 0.04317171702135486)	(74, 0.08673648031392356)	(76, 0.1458127506529557)	(78, 0.21844878025943912)	(80, 0.4317124509615786)	(82, 1.183504121713769)	(84, 2.940588824574024)	(86, 5.3797645433053125)	(88, 8.056837753843169)	(90, 10.976346354046157)	(92, 14.001371360688168)	(94, 16.91411862117588)	(96, 19.7721205362753)	(98, 22.621770723745563)	(100, 25.5754851364058)	(102, 28.434497645605646)	(104, 31.02042187523765)	(106, 33.21256430452735)	(108, 34.850708351630544)	(110, 36.01721709864272)	(112, 36.85903793922618)	(114, 37.499310315033526)	(116, 38.037584149656055)	(118, 38.468361514548725)	(120, 38.82241867434432)	(122, 39.27129841561498)	(124, 39.77229892399977)	(126, 40.2846256371125)	(128, 40.84996573014055)	(130, 41.5149454125473)	(132, 42.412904452029046)	(134, 43.72922922372243)	(136, 45.43614086217444)	(138, 47.34410544394569)
KO1-ATAC_R2_001 - nextera_transposase_sequence	(1, 0.0011973416426685963)	(2, 0.0012175670082542145)	(3, 0.001221612081371338)	(4, 0.0012391407315455404)	(5, 0.0012431858046626641)	(6, 0.001244534162368372)	(7, 0.0012580177394254507)	(8, 0.00126475952795399)	(9, 0.0013348741286507999)	(10, 0.001488586907101498)	(12, 0.00155398225582833)	(14, 0.0016935372783690957)	(16, 0.0019524219578650084)	(18, 0.003085042430659626)	(20, 0.007272367285735443)	(22, 0.01386920736091124)	(24, 0.020942691885054772)	(26, 0.07192544509557537)	(28, 0.2787419434278726)	(30, 0.4970039761450712)	(32, 0.66381807224328)	(34, 1.0423769140881483)	(36, 2.222389463522987)	(38, 4.814887611149171)	(40, 8.203754135278249)	(42, 11.703493416832272)	(44, 15.354515062072455)	(46, 19.051453006443964)	(48, 22.510674813120318)	(50, 25.83686427765727)	(52, 29.034327380388)	(54, 32.238372491259135)	(56, 35.28759175439352)	(58, 38.01847859514503)	(60, 40.496885455502735)	(62, 42.824170406741274)	(64, 45.19233217018604)	(66, 47.484758029658906)	(68, 49.48602289705548)	(70, 51.287802961144536)	(72, 53.00662059813795)	(74, 54.7279744959758)	(76, 56.41260452334099)	(78, 57.92226558720385)	(80, 59.25213865712418)	(82, 60.50186939009035)	(84, 61.75961139036498)	(86, 63.021908142969494)	(88, 64.15425085407674)	(90, 65.13776588670106)	(92, 66.04947750060217)	(94, 66.97532125161682)	(96, 67.91575423300722)	(98, 68.77133910905053)	(100, 69.52355820919543)	(102, 70.21589472109329)	(104, 70.90900856120848)	(106, 71.62390242334398)	(108, 72.29718529250248)	(110, 72.8839467444011)	(112, 73.41946858094627)	(114, 73.94880482651652)	(116, 74.49313413559537)	(118, 75.02057391605254)	(120, 75.49341801882673)	(122, 75.92133888791987)	(124, 76.3312477206013)	(126, 76.75255354679022)	(128, 77.17373936914333)	(130, 77.58417406133)	(132, 78.00732511503918)	(134, 78.38265329182119)	(136, 78.734588136588)	(138, 79.08830213934749)
KO1-ATAC_R2_001 - polya	(1, 8.090146234247271e-05)	(2, 0.00016045456697923755)	(3, 0.00023056916767604725)	(4, 0.0003734950844810824)	(5, 0.0007672155345477829)	(6, 0.0017043241400147586)	(7, 0.002141192036664111)	(8, 0.0027803135891696458)	(9, 0.003134931665770818)	(10, 0.006205816340520511)	(12, 0.012183760228776392)	(14, 0.019630739837401004)	(16, 0.0377877247024633)	(18, 0.06751901211332202)	(20, 0.0806749382479138)	(22, 0.09304679437663643)	(24, 0.10672453494333715)	(26, 0.12467319854286758)	(28, 0.14049617621934954)	(30, 0.15424875063871704)	(32, 0.1665531888821543)	(34, 0.17865132839661824)	(36, 0.20456946021573508)	(38, 0.21961645803258215)	(40, 0.23366499696835252)	(42, 0.24710138150573152)	(44, 0.2589285011213482)	(46, 0.26832116089930924)	(48, 0.27611062336518366)	(50, 0.2855835104266344)	(52, 0.29301565810049623)	(54, 0.3003520723772528)	(56, 0.31053149887649445)	(58, 0.3170791238954119)	(60, 0.32210849813770226)	(62, 0.32752889611464797)	(64, 0.33236680356272785)	(66, 0.34005716173723266)	(68, 0.3470834537416765)	(70, 0.3513503317013891)	(72, 0.35674780759733765)	(74, 0.3614333506246725)	(76, 0.365234370997063)	(78, 0.3691985426518442)	(80, 0.374230613609546)	(82, 0.3786363724129465)	(84, 0.38185625061417694)	(86, 0.38655258050315744)	(88, 0.39013584110607613)	(90, 0.3932006581711502)	(92, 0.3966477346457924)	(94, 0.40018582526556984)	(96, 0.40347784060405567)	(98, 0.40761999547599026)	(100, 0.4115086590992517)	(102, 0.41459572406646994)	(104, 0.41839067682918474)	(106, 0.4214204365939104)	(108, 0.4244508705374888)	(110, 0.42802064756335045)	(112, 0.43298597481461965)	(114, 0.4371004883535873)	(116, 0.4403601431071361)	(118, 0.44335349721380757)	(120, 0.4465740495938908)	(122, 0.45013371393695967)	(124, 0.4528344744214925)	(126, 0.45776272183585487)	(128, 0.4626613053806915)	(130, 0.4659378146055617)	(132, 0.4684538500844126)	(134, 0.471226073527348)	(136, 0.47393762087352653)	(138, 0.47701592151565764)
